path,category,rule,gpu,label,schema,driver,frequenciesMeasured,flags,hasSamplesCsv,why
data/frequency-sweeps/repair-clean-20260824/20260824-214928_5060ti-repair-clean-membw-fine-r2_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-repair-clean-membw-fine-r2,0.3.1,610.88,10,no-vram-record,True,
data/frequency-sweeps/repair-suite-p2-20260909/20260909-193955_5060ti-repair3022-suite-reduce-p2t1_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-repair3022-suite-reduce-p2t1,0.3.3,616.64,13,,True,
data/frequency-sweeps/repair-suite-p2-20260909/20260909-194400_5060ti-repair3022-suite-softmax-p2t1_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-repair3022-suite-softmax-p2t1,0.3.3,616.64,13,,True,
data/frequency-sweeps/repair-suite-p2-20260909/20260909-194753_5060ti-repair3022-suite-layernorm-p2t1_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-repair3022-suite-layernorm-p2t1,0.3.3,616.64,13,,True,
data/frequency-sweeps/repair-suite-p2-20260909/20260909-195150_5060ti-repair3022-suite-bgemm32-p2t1_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-repair3022-suite-bgemm32-p2t1,0.3.3,616.64,13,,True,
data/frequency-sweeps/repair-suite-p2-20260909/20260909-195543_5060ti-repair3022-suite-bgemm64-p2t1_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-repair3022-suite-bgemm64-p2t1,0.3.3,616.64,13,,True,
data/frequency-sweeps/repair-suite-p2-20260909/20260909-195937_5060ti-repair3022-suite-bgemm128-p2t1_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-repair3022-suite-bgemm128-p2t1,0.3.3,616.64,13,,True,
data/frequency-sweeps/repair-suite-p2-20260909/20260909-200359_5060ti-repair3022-suite-bgemm256-p2t1_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-repair3022-suite-bgemm256-p2t1,0.3.3,616.64,13,,True,
data/frequency-sweeps/repair-suite-p2-20260909/20260909-200845_5060ti-repair3022-suite-bgemm1024-p2t1_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-repair3022-suite-bgemm1024-p2t1,0.3.3,616.64,13,,True,
data/frequency-sweeps/repair-suite-p2-20260909/20260909-201331_5060ti-repair3022-suite-attention-p2t1_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-repair3022-suite-attention-p2t1,0.3.3,616.64,13,,True,
data/frequency-sweeps/repair-suite-p2-20260909/20260909-201820_5060ti-repair3022-suite-conv-p2t1_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-repair3022-suite-conv-p2t1,0.3.3,616.64,13,,True,
data/frequency-sweeps/repair-suite-p2-20260909/20260909-202310_5060ti-repair3022-suite-gemm-p2t1_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-repair3022-suite-gemm-p2t1,0.3.3,616.64,13,,True,
data/frequency-sweeps/repair-suite-p2-20260909/20260909-202923_5060ti-repair3022-suite-copy-p2t1_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-repair3022-suite-copy-p2t1,0.3.3,616.64,13,,True,
data/frequency-sweeps/rtx2060s-20260912/20260912-113119_rtx2060-super/20260912-113127_rtx2060-super-gemm_sweep.json,dataset-grade,,NVIDIA GeForce RTX 2060 SUPER,rtx2060-super-gemm,0.3.3,616.92,13,baseline-7.2pct,True,
data/frequency-sweeps/rtx2060s-20260912/20260912-113119_rtx2060-super/20260912-113951_rtx2060-super-membw_sweep.json,dataset-grade,,NVIDIA GeForce RTX 2060 SUPER,rtx2060-super-membw,0.3.3,616.92,13,,True,
data/frequency-sweeps/rtx2060s-20260912/20260912-114754_rtx2060s-asfound/20260912-114801_rtx2060s-asfound-gemm_sweep.json,dataset-grade,,NVIDIA GeForce RTX 2060 SUPER,rtx2060s-asfound-gemm,0.3.3,616.92,13,,True,
data/frequency-sweeps/rtx2060s-20260912/20260912-114754_rtx2060s-asfound/20260912-115628_rtx2060s-asfound-membw_sweep.json,dataset-grade,,NVIDIA GeForce RTX 2060 SUPER,rtx2060s-asfound-membw,0.3.3,616.92,13,,True,
data/frequency-sweeps/rtx2060s-20260912/20260912-124138_rtx2060super-suite/20260912-124145_rtx2060super-suite-copy_sweep.json,dataset-grade,,NVIDIA GeForce RTX 2060 SUPER,rtx2060super-suite-copy,0.3.3,616.92,13,,True,
data/frequency-sweeps/rtx2060s-20260912/20260912-124138_rtx2060super-suite/20260912-124640_rtx2060super-suite-reduce_sweep.json,dataset-grade,,NVIDIA GeForce RTX 2060 SUPER,rtx2060super-suite-reduce,0.3.3,616.92,13,,True,
data/frequency-sweeps/rtx2060s-20260912/20260912-124138_rtx2060super-suite/20260912-125127_rtx2060super-suite-softmax_sweep.json,dataset-grade,,NVIDIA GeForce RTX 2060 SUPER,rtx2060super-suite-softmax,0.3.3,616.92,13,,True,
data/frequency-sweeps/rtx2060s-20260912/20260912-124138_rtx2060super-suite/20260912-125620_rtx2060super-suite-layernorm_sweep.json,dataset-grade,,NVIDIA GeForce RTX 2060 SUPER,rtx2060super-suite-layernorm,0.3.3,616.92,13,,True,
data/frequency-sweeps/rtx2060s-20260912/20260912-124138_rtx2060super-suite/20260912-130111_rtx2060super-suite-bgemm32_sweep.json,dataset-grade,,NVIDIA GeForce RTX 2060 SUPER,rtx2060super-suite-bgemm32,0.3.3,616.92,13,,True,
data/frequency-sweeps/rtx2060s-20260912/20260912-124138_rtx2060super-suite/20260912-130628_rtx2060super-suite-bgemm64_sweep.json,dataset-grade,,NVIDIA GeForce RTX 2060 SUPER,rtx2060super-suite-bgemm64,0.3.3,616.92,13,,True,
data/frequency-sweeps/rtx2060s-20260912/20260912-124138_rtx2060super-suite/20260912-131127_rtx2060super-suite-bgemm128_sweep.json,dataset-grade,,NVIDIA GeForce RTX 2060 SUPER,rtx2060super-suite-bgemm128,0.3.3,616.92,13,,True,
data/frequency-sweeps/rtx2060s-20260912/20260912-124138_rtx2060super-suite/20260912-131626_rtx2060super-suite-bgemm256_sweep.json,dataset-grade,,NVIDIA GeForce RTX 2060 SUPER,rtx2060super-suite-bgemm256,0.3.3,616.92,13,,True,
data/frequency-sweeps/rtx2060s-20260912/20260912-124138_rtx2060super-suite/20260912-132131_rtx2060super-suite-bgemm1024_sweep.json,dataset-grade,,NVIDIA GeForce RTX 2060 SUPER,rtx2060super-suite-bgemm1024,0.3.3,616.92,13,,True,
data/frequency-sweeps/rtx2060s-20260912/20260912-124138_rtx2060super-suite/20260912-132644_rtx2060super-suite-attention_sweep.json,dataset-grade,,NVIDIA GeForce RTX 2060 SUPER,rtx2060super-suite-attention,0.3.3,616.92,13,,True,
data/frequency-sweeps/rtx2060s-20260912/20260912-124138_rtx2060super-suite/20260912-133217_rtx2060super-suite-conv_sweep.json,dataset-grade,,NVIDIA GeForce RTX 2060 SUPER,rtx2060super-suite-conv,0.3.3,616.92,13,,True,
data/frequency-sweeps/rtx2060s-20260912/20260912-124138_rtx2060super-suite/20260912-133734_rtx2060super-suite-gemm_sweep.json,dataset-grade,,NVIDIA GeForce RTX 2060 SUPER,rtx2060super-suite-gemm,0.3.3,616.92,13,,True,
data/frequency-sweeps/rtx2060s-20260912/20260912-142900_rtx2060s-lowrange/20260912-142900_rtx2060s-lowrange-gemm_sweep.json,dataset-grade,,NVIDIA GeForce RTX 2060 SUPER,rtx2060s-lowrange-gemm,0.3.3,616.92,13,baseline-5.6pct,True,
data/frequency-sweeps/rtx2060s-20260912/failed-invocations/20260912-140822_rtx2060s-lowrange-gemm_sweep.json,excluded,failed-invocation,NVIDIA GeForce RTX 2060 SUPER,rtx2060s-lowrange-gemm,0.3.3,616.92,13,baseline-9.6pct,True,"The workload never ran. Kept as evidence of the failure mode, never as data."
data/frequency-sweeps/rtx3060-20260910/20260910-185611_rtx3060-asfound/20260910-185618_rtx3060-asfound-gemm_sweep.json,dataset-grade,,NVIDIA GeForce RTX 3060,rtx3060-asfound-gemm,0.3.3,616.92,13,,True,
data/frequency-sweeps/rtx3060-20260910/20260910-185611_rtx3060-asfound/20260910-190308_rtx3060-asfound-membw_sweep.json,dataset-grade,,NVIDIA GeForce RTX 3060,rtx3060-asfound-membw,0.3.3,616.92,13,,True,
data/frequency-sweeps/rtx3060-20260910/20260910-191436_rtx3060-suite/20260910-191442_rtx3060-suite-copy_sweep.json,dataset-grade,,NVIDIA GeForce RTX 3060,rtx3060-suite-copy,0.3.3,616.92,13,,True,
data/frequency-sweeps/rtx3060-20260910/20260910-191436_rtx3060-suite/20260910-191911_rtx3060-suite-reduce_sweep.json,dataset-grade,,NVIDIA GeForce RTX 3060,rtx3060-suite-reduce,0.3.3,616.92,13,,True,
data/frequency-sweeps/rtx3060-20260910/20260910-191436_rtx3060-suite/20260910-192343_rtx3060-suite-softmax_sweep.json,dataset-grade,,NVIDIA GeForce RTX 3060,rtx3060-suite-softmax,0.3.3,616.92,13,,True,
data/frequency-sweeps/rtx3060-20260910/20260910-191436_rtx3060-suite/20260910-192823_rtx3060-suite-layernorm_sweep.json,dataset-grade,,NVIDIA GeForce RTX 3060,rtx3060-suite-layernorm,0.3.3,616.92,13,,True,
data/frequency-sweeps/rtx3060-20260910/20260910-191436_rtx3060-suite/20260910-193259_rtx3060-suite-bgemm32_sweep.json,dataset-grade,,NVIDIA GeForce RTX 3060,rtx3060-suite-bgemm32,0.3.3,616.92,13,,True,
data/frequency-sweeps/rtx3060-20260910/20260910-191436_rtx3060-suite/20260910-193815_rtx3060-suite-bgemm64_sweep.json,dataset-grade,,NVIDIA GeForce RTX 3060,rtx3060-suite-bgemm64,0.3.3,616.92,13,,True,
data/frequency-sweeps/rtx3060-20260910/20260910-191436_rtx3060-suite/20260910-194321_rtx3060-suite-bgemm128_sweep.json,dataset-grade,,NVIDIA GeForce RTX 3060,rtx3060-suite-bgemm128,0.3.3,616.92,13,,True,
data/frequency-sweeps/rtx3060-20260910/20260910-191436_rtx3060-suite/20260910-194812_rtx3060-suite-bgemm256_sweep.json,dataset-grade,,NVIDIA GeForce RTX 3060,rtx3060-suite-bgemm256,0.3.3,616.92,13,,True,
data/frequency-sweeps/rtx3060-20260910/20260910-191436_rtx3060-suite/20260910-195309_rtx3060-suite-bgemm1024_sweep.json,dataset-grade,,NVIDIA GeForce RTX 3060,rtx3060-suite-bgemm1024,0.3.3,616.92,13,,True,
data/frequency-sweeps/rtx3060-20260910/20260910-191436_rtx3060-suite/20260910-195811_rtx3060-suite-attention_sweep.json,dataset-grade,,NVIDIA GeForce RTX 3060,rtx3060-suite-attention,0.3.3,616.92,13,,True,
data/frequency-sweeps/rtx3060-20260910/20260910-191436_rtx3060-suite/20260910-200310_rtx3060-suite-conv_sweep.json,dataset-grade,,NVIDIA GeForce RTX 3060,rtx3060-suite-conv,0.3.3,616.92,13,,True,
data/frequency-sweeps/rtx3060-20260910/20260910-191436_rtx3060-suite/20260910-200806_rtx3060-suite-gemm_sweep.json,dataset-grade,,NVIDIA GeForce RTX 3060,rtx3060-suite-gemm,0.3.3,616.92,13,,True,
data/frequency-sweeps/rtx3070ti-20260825/hwinfo-oc/20260825-154606_rtx3070ti-oc-gemm-matched2130-hwinfo_sweep.json,dataset-grade,,NVIDIA GeForce RTX 3070 Ti,rtx3070ti-oc-gemm-matched2130-hwinfo,0.3.1,610.88,13,no-vram-record,True,
data/frequency-sweeps/rtx3070ti-20260825/hwinfo-oc/20260825-155312_rtx3070ti-oc-membw-matched2130-hwinfo_sweep.json,dataset-grade,,NVIDIA GeForce RTX 3070 Ti,rtx3070ti-oc-membw-matched2130-hwinfo,0.3.1,610.88,13,no-vram-record,True,
data/frequency-sweeps/rtx3070ti-20260825/hwinfo-oc/20260825-160418_rtx3070ti-oc-gemm-fine_sweep.json,dataset-grade,,NVIDIA GeForce RTX 3070 Ti,rtx3070ti-oc-gemm-fine,0.3.1,610.88,10,no-vram-record,True,
data/frequency-sweeps/rtx3070ti-20260825/hwinfo-silent/20260827-165358_rtx3070ti-silent-gemm-matched2130-hwinfo_sweep.json,dataset-grade,,NVIDIA GeForce RTX 3070 Ti,rtx3070ti-silent-gemm-matched2130-hwinfo,0.3.1,610.88,13,no-vram-record,True,
data/frequency-sweeps/rtx3070ti-20260825/hwinfo-silent/20260827-170331_rtx3070ti-silent-gemm-matched2130-hwinfo_sweep.json,dataset-grade,,NVIDIA GeForce RTX 3070 Ti,rtx3070ti-silent-gemm-matched2130-hwinfo,0.3.1,610.88,13,no-vram-record,True,
data/frequency-sweeps/rtx3070ti-20260825/hwinfo-silent/20260827-172904_rtx3070ti-silent-gemm-fine_sweep.json,dataset-grade,,NVIDIA GeForce RTX 3070 Ti,rtx3070ti-silent-gemm-fine,0.3.1,610.88,10,no-vram-record,True,
data/frequency-sweeps/rtx3070ti-20260825/hwinfo-silent-membw-20260829/20260829-145431_rtx3070ti-silent-membw-matched2130-membw_sweep.json,dataset-grade,,NVIDIA GeForce RTX 3070 Ti,rtx3070ti-silent-membw-matched2130-membw,0.3.1,610.88,13,no-vram-record,True,
data/frequency-sweeps/rtx3070ti-20260825/matched-grid/20260825-134916_rtx3070ti-bios-oc-matchedgrid-gemm_sweep.json,dataset-grade,,NVIDIA GeForce RTX 3070 Ti,rtx3070ti-bios-oc-matchedgrid-gemm,0.3.1,610.88,13,no-vram-record,True,
data/frequency-sweeps/rtx3070ti-20260825/oc-bios/20260825-133241_rtx3070ti-gaming-oc-bios-oc-gemm_sweep.json,dataset-grade,,NVIDIA GeForce RTX 3070 Ti,rtx3070ti-gaming-oc-bios-oc-gemm,0.3.1,610.88,13,no-vram-record,True,
data/frequency-sweeps/rtx3070ti-20260825/oc-bios/20260825-133716_rtx3070ti-gaming-oc-bios-oc-membw_sweep.json,dataset-grade,,NVIDIA GeForce RTX 3070 Ti,rtx3070ti-gaming-oc-bios-oc-membw,0.3.1,610.88,13,no-vram-record,True,
data/frequency-sweeps/rtx3070ti-20260825/oc-bios-membw-r2/20260825-132601_rtx3070ti-gaming-oc-bios-oc-membw_sweep.json,dataset-grade,,NVIDIA GeForce RTX 3070 Ti,rtx3070ti-gaming-oc-bios-oc-membw,0.3.1,610.88,13,no-vram-record,True,
data/frequency-sweeps/rtx3070ti-20260825/silent-asfound/20260825-130824_rtx3070ti-gaming-oc-bios-silent-asfound-gemm_sweep.json,dataset-grade,,NVIDIA GeForce RTX 3070 Ti,rtx3070ti-gaming-oc-bios-silent-asfound-gemm,0.3.1,610.88,13,no-vram-record,True,
data/frequency-sweeps/rtx3070ti-20260825/silent-asfound/20260825-131304_rtx3070ti-gaming-oc-bios-silent-asfound-membw_sweep.json,dataset-grade,,NVIDIA GeForce RTX 3070 Ti,rtx3070ti-gaming-oc-bios-silent-asfound-membw,0.3.1,610.88,13,no-vram-record,True,
data/frequency-sweeps/rtx3070ti-suite-20260904/20260904-194702_rtx3070ti-suite-copy_sweep.json,dataset-grade,,NVIDIA GeForce RTX 3070 Ti,rtx3070ti-suite-copy,0.3.1,610.88,13,no-vram-record,True,
data/frequency-sweeps/rtx3070ti-suite-20260904/20260904-195142_rtx3070ti-suite-reduce_sweep.json,dataset-grade,,NVIDIA GeForce RTX 3070 Ti,rtx3070ti-suite-reduce,0.3.1,610.88,13,no-vram-record,True,
data/frequency-sweeps/rtx3070ti-suite-20260904/20260904-195620_rtx3070ti-suite-softmax_sweep.json,dataset-grade,,NVIDIA GeForce RTX 3070 Ti,rtx3070ti-suite-softmax,0.3.1,610.88,13,no-vram-record,True,
data/frequency-sweeps/rtx3070ti-suite-20260904/20260904-200107_rtx3070ti-suite-layernorm_sweep.json,dataset-grade,,NVIDIA GeForce RTX 3070 Ti,rtx3070ti-suite-layernorm,0.3.1,610.88,13,no-vram-record,True,
data/frequency-sweeps/rtx3070ti-suite-20260904/20260904-200548_rtx3070ti-suite-bgemm32_sweep.json,dataset-grade,,NVIDIA GeForce RTX 3070 Ti,rtx3070ti-suite-bgemm32,0.3.1,610.88,13,no-vram-record,True,
data/frequency-sweeps/rtx3070ti-suite-20260904/20260904-201106_rtx3070ti-suite-bgemm64_sweep.json,dataset-grade,,NVIDIA GeForce RTX 3070 Ti,rtx3070ti-suite-bgemm64,0.3.1,610.88,13,no-vram-record,True,
data/frequency-sweeps/rtx3070ti-suite-20260904/20260904-201622_rtx3070ti-suite-bgemm128_sweep.json,dataset-grade,,NVIDIA GeForce RTX 3070 Ti,rtx3070ti-suite-bgemm128,0.3.1,610.88,13,no-vram-record,True,
data/frequency-sweeps/rtx3070ti-suite-20260904/20260904-202116_rtx3070ti-suite-bgemm256_sweep.json,dataset-grade,,NVIDIA GeForce RTX 3070 Ti,rtx3070ti-suite-bgemm256,0.3.1,610.88,13,no-vram-record,True,
data/frequency-sweeps/rtx3070ti-suite-20260904/20260904-202634_rtx3070ti-suite-bgemm1024_sweep.json,dataset-grade,,NVIDIA GeForce RTX 3070 Ti,rtx3070ti-suite-bgemm1024,0.3.1,610.88,13,no-vram-record,True,
data/frequency-sweeps/rtx3070ti-suite-20260904/20260904-203205_rtx3070ti-suite-attention_sweep.json,dataset-grade,,NVIDIA GeForce RTX 3070 Ti,rtx3070ti-suite-attention,0.3.1,610.88,13,no-vram-record,True,
data/frequency-sweeps/rtx3070ti-suite-20260904/20260904-203735_rtx3070ti-suite-conv_sweep.json,dataset-grade,,NVIDIA GeForce RTX 3070 Ti,rtx3070ti-suite-conv,0.3.1,610.88,13,no-vram-record,True,
data/frequency-sweeps/rtx3070ti-suite-20260904/20260904-204245_rtx3070ti-suite-gemm_sweep.json,dataset-grade,,NVIDIA GeForce RTX 3070 Ti,rtx3070ti-suite-gemm,0.3.1,610.88,13,no-vram-record,True,
data/frequency-sweeps/samplerate-probe-20260904/20260904-214451_5060ti-samplerate-si0p25-r1_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-samplerate-si0p25-r1,0.3.1,616.56,1,no-vram-record,True,
data/frequency-sweeps/samplerate-probe-20260904/20260904-214519_5060ti-samplerate-si0p25-r2_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-samplerate-si0p25-r2,0.3.1,616.56,1,no-vram-record,True,
data/frequency-sweeps/samplerate-probe-20260904/20260904-214545_5060ti-samplerate-si0p25-r3_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-samplerate-si0p25-r3,0.3.1,616.56,1,no-vram-record,True,
data/frequency-sweeps/samplerate-probe-20260904/20260904-214612_5060ti-samplerate-si0p25-r4_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-samplerate-si0p25-r4,0.3.1,616.56,1,no-vram-record,True,
data/frequency-sweeps/samplerate-probe-20260904/20260904-214639_5060ti-samplerate-si0p25-r5_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-samplerate-si0p25-r5,0.3.1,616.56,1,no-vram-record,True,
data/frequency-sweeps/samplerate-probe-20260904/20260904-214706_5060ti-samplerate-si0p5-r1_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-samplerate-si0p5-r1,0.3.1,616.56,1,no-vram-record,True,
data/frequency-sweeps/samplerate-probe-20260904/20260904-214733_5060ti-samplerate-si0p5-r2_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-samplerate-si0p5-r2,0.3.1,616.56,1,no-vram-record,True,
data/frequency-sweeps/samplerate-probe-20260904/20260904-214800_5060ti-samplerate-si0p5-r3_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-samplerate-si0p5-r3,0.3.1,616.56,1,no-vram-record,True,
data/frequency-sweeps/samplerate-probe-20260904/20260904-214827_5060ti-samplerate-si0p5-r4_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-samplerate-si0p5-r4,0.3.1,616.56,1,no-vram-record,True,
data/frequency-sweeps/samplerate-probe-20260904/20260904-214854_5060ti-samplerate-si0p5-r5_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-samplerate-si0p5-r5,0.3.1,616.56,1,no-vram-record,True,
data/frequency-sweeps/samplerate-probe-20260904/20260904-214921_5060ti-samplerate-si1-r1_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-samplerate-si1-r1,0.3.1,616.56,1,no-vram-record,True,
data/frequency-sweeps/samplerate-probe-20260904/20260904-214949_5060ti-samplerate-si1-r2_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-samplerate-si1-r2,0.3.1,616.56,1,no-vram-record,True,
data/frequency-sweeps/samplerate-probe-20260904/20260904-215016_5060ti-samplerate-si1-r3_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-samplerate-si1-r3,0.3.1,616.56,1,no-vram-record,True,
data/frequency-sweeps/samplerate-probe-20260904/20260904-215044_5060ti-samplerate-si1-r4_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-samplerate-si1-r4,0.3.1,616.56,1,no-vram-record,True,
data/frequency-sweeps/samplerate-probe-20260904/20260904-215111_5060ti-samplerate-si1-r5_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-samplerate-si1-r5,0.3.1,616.56,1,no-vram-record,True,
data/frequency-sweeps/samplerate-probe-20260904/20260904-215139_5060ti-samplerate-si2-r1_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-samplerate-si2-r1,0.3.1,616.56,1,no-vram-record,True,
data/frequency-sweeps/samplerate-probe-20260904/20260904-215207_5060ti-samplerate-si2-r2_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-samplerate-si2-r2,0.3.1,616.56,1,no-vram-record,True,
data/frequency-sweeps/samplerate-probe-20260904/20260904-215235_5060ti-samplerate-si2-r3_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-samplerate-si2-r3,0.3.1,616.56,1,no-vram-record,True,
data/frequency-sweeps/samplerate-probe-20260904/20260904-215303_5060ti-samplerate-si2-r4_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-samplerate-si2-r4,0.3.1,616.56,1,no-vram-record,True,
data/frequency-sweeps/samplerate-probe-20260904/20260904-215331_5060ti-samplerate-si2-r5_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-samplerate-si2-r5,0.3.1,616.56,1,no-vram-record,True,
data/frequency-sweeps/splitcurve-clean-20260824/20260824-203810_5060ti-splitcurve-clean-membw-fine_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-splitcurve-clean-membw-fine,0.3.1,610.88,10,no-vram-record,True,
data/frequency-sweeps/splitcurve-clean-20260824/20260824-210054_5060ti-splitcurve-clean-membw-fine-r2_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-splitcurve-clean-membw-fine-r2,0.3.1,610.88,10,no-vram-record,True,
data/frequency-sweeps/splitcurve-clean-20260824/20260824-211535_5060ti-splitcurve-clean-membw-fine-r3_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-splitcurve-clean-membw-fine-r3,0.3.1,610.88,10,no-vram-record,True,
data/frequency-sweeps/splitcurve-suite-20260907/20260907-123317_5060ti-splitcurve-suite-reduce-s1_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-stock-suite-reduce-splitcurve-s1,0.3.3,616.64,13,,True,
data/frequency-sweeps/splitcurve-suite-20260907/20260907-123736_5060ti-splitcurve-suite-softmax-s1_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-stock-suite-softmax-splitcurve-s1,0.3.3,616.64,13,,True,
data/frequency-sweeps/splitcurve-suite-20260907/20260907-124139_5060ti-splitcurve-suite-layernorm-s1_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-stock-suite-layernorm-splitcurve-s1,0.3.3,616.64,13,,True,
data/frequency-sweeps/splitcurve-suite-20260907/20260907-124549_5060ti-splitcurve-suite-bgemm32-s1_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-stock-suite-bgemm32-splitcurve-s1,0.3.3,616.64,13,,True,
data/frequency-sweeps/splitcurve-suite-20260907/20260907-124951_5060ti-splitcurve-suite-bgemm64-s1_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-stock-suite-bgemm64-splitcurve-s1,0.3.3,616.64,13,,True,
data/frequency-sweeps/splitcurve-suite-20260907/20260907-125354_5060ti-splitcurve-suite-bgemm128-s1_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-stock-suite-bgemm128-splitcurve-s1,0.3.3,616.64,13,,True,
data/frequency-sweeps/splitcurve-suite-20260907/20260907-125827_5060ti-splitcurve-suite-bgemm256-s1_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-stock-suite-bgemm256-splitcurve-s1,0.3.3,616.64,13,,True,
data/frequency-sweeps/splitcurve-suite-20260907/20260907-130312_5060ti-splitcurve-suite-bgemm1024-s1_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-stock-suite-bgemm1024-splitcurve-s1,0.3.3,616.64,13,,True,
data/frequency-sweeps/splitcurve-suite-20260907/20260907-130758_5060ti-splitcurve-suite-attention-s1_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-stock-suite-attention-splitcurve-s1,0.3.3,616.64,13,,True,
data/frequency-sweeps/splitcurve-suite-20260907/20260907-131248_5060ti-splitcurve-suite-conv-s1_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-stock-suite-conv-splitcurve-s1,0.3.3,616.64,13,,True,
data/frequency-sweeps/splitcurve-suite-20260907/20260907-131742_5060ti-splitcurve-suite-gemm-s1_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-stock-suite-gemm-splitcurve-s1,0.3.3,616.64,13,,True,
data/frequency-sweeps/splitcurve-suite-20260907/20260907-132308_5060ti-splitcurve-suite-copy-s1_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-splitcurve-suite-copy-s1,0.3.3,616.64,13,,True,
data/frequency-sweeps/splitcurve-suite-s2-20260908/20260908-101152_5060ti-splitcurve-suite-copy-s2_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-splitcurve-suite-copy-s2,0.3.3,616.64,13,,True,
data/frequency-sweeps/splitcurve-suite-s2-20260908/20260908-101557_5060ti-splitcurve-suite-reduce-s2_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-splitcurve-suite-reduce-s2,0.3.3,616.64,13,,True,
data/frequency-sweeps/splitcurve-suite-s2-20260908/20260908-102018_5060ti-splitcurve-suite-softmax-s2_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-splitcurve-suite-softmax-s2,0.3.3,616.64,13,,True,
data/frequency-sweeps/splitcurve-suite-s2-20260908/20260908-102416_5060ti-splitcurve-suite-layernorm-s2_sweep.json,dataset-grade,,NVIDIA GeForce RTX 5060 Ti,5060ti-splitcurve-suite-layernorm-s2,0.3.3,616.64,13,,True,
